1687,Laprida,952,L6305,EL DESLINDE
1688,Pueyrredón,537,B2700,BARRIO TROCHA
1689,French,726,B1663,SAN MIGUEL ESTAFETA Nº1
1690,Saavedra,931,M5570,ALTO DEL SALVADOR
1691,Sarmiento,371,X5893,ISLA VERDE (TASMA-DPTO.SAN ALBERTO)
1692,Laprida,435,A4403,SAN MIGUEL
1693,O'Higgins,398,D5738,LA ELIDA
1694,O'Higgins,649,A4535,SANTO DOMINGO (RIVADAVIA
1695,España,500,X5285,EL CARRIZAL (LA HIGUERA
1696,Saavedra,295,X6144,LAGUNA OSCURA
1697,Moreno,756,D5831,SANTA FELISA
1698,Pueyrredón,991,X5817,LA DORMIDA
1699,Laprida,268,B1804,EZEIZA ESTAFETA No.2
1700,Moreno,930,B8134,LAS ESCOBAS
1701,Laprida,608,M5501,BARRIO LA GLORIA
1702,Chile,536,B7600,MAR DEL PLATA ESTAFETA No.34
1703,Mitre,596,M5623,LA VASCONIA
1704,Chile,281,E3137,COLONIA LA PROVIDENCIA
1705,Alberdi,809,B7403,CERRO NEGRO
1706,Alberdi,858,K4234,TAPSO
1707,O'Higgins,908,N3361,COLONIA SEGUI
1708,Rivadavia,78,D5755,ALTO DEL MOLLE
1709,Pueyrredón,959,S3060,FORTIN TOSTADO
1710,O'Higgins,240,J5435,PUNTA DEL MEDANO
1711,Güemes,499,B1980,KILOMETRO 82 (APEADERO FCGR.
1712,Güemes,178,T4101,EL TIMBO
1713,Rivadavia,803,D5711,SANTA ANA (QUINES
1714,Alsina,644,A4550,OTOMANA
1715,Dorrego,664,X2550,BELL VILLE
1716,San Martín,880,X5200,CAÑADA DEL SIMBOL
1717,Alberdi,731,W3446,KILOMETRO 387 (APEADERO FCGU)
1718,Urquiza,478,W3423,SANTA RITA (CONCEPCION-DPTO.CONCEPCION)
1719,Urquiza,581,D5707,BELLA VISTA (BOTIJAS
1720,Moreno,142,S2148,CENTENO
1721,San Martín,499,X5147,AEROPUERTO CORDOBA
1722,French,772,T4134,SAN GABRIEL
1723,Moreno,926,B2900,SAN NICOLAS SUCURSAL Nº1
1724,San Martín,606,W3481,TORO PICHAY
1725,Alberdi,859,X2436,QUEBRACHITOS
1726,Dorrego,880,B7130,LA ALAMEDA
1727,Alsina,514,T4115,PUNTA DE RIELES (EMBARCADERO FCGM)
1728,Mitre,83,B7172,HOGAR MARIANO ORTIZ BASUALDO
1729,Urquiza,112,X5199,SAN IGNACIO (DPTO.CALAMUCHITA)
1730,Mitre,373,B8134,LAGUNA CHOLITO
1731,San Martín,57,S3046,PETRONILA
1732,O'Higgins,48,B1712,CASTELAR
1733,Dorrego,803,B1812,MAXIMO PAZ
1734,Alberdi,533,B2745,KENNY
1735,Belgrano,734,B2812,CAPILLA
1736,Moreno,345,G3741,SAN MIGUEL (HAASE
1737,Mitre,855,B8000,BARRIO ROSARIO SUD
1738,Tucumán,670,Q8353,PAMPA FERREIRA
1739,España,511,A4651,CUESTA AZUL
1740,Mitre,422,D5881,PIEDRA BLANCA
1741,O'Higgins,745,X5212,LOS PEDERNALES
1742,Laprida,304,T4124,LAS TACANAS
1743,Chile,410,A4444,LA POBLACION (EL GALPON - DPTO. METAN)
1744,Rivadavia,219,B1900,LOS HORNOS
1745,Urquiza,458,X5885,EL PANTANILLO (LA RABONAS
1746,O'Higgins,80,R8503,LUIS M. ZAGAGLIA
1747,Rivadavia,209,G3741,DOS EULALIAS
1748,Sarmiento,425,X5854,EL QUEBRACHO (ALMAFUERTE
1749,Rivadavia,247,Z9303,GARMINUE
1750,Alberdi,832,X5249,LAS CORTADERAS (GUTENBERG-DPTO.RIO SECO)
1751,Saavedra,849,U9201,SIERRA DE LOS PAISANOS
1752,Alsina,510,X5212,EL TALITA (VILLA GUTIERREZ
1753,Moreno,240,P3601,EL ARBOLITO
1754,Lavalle,673,B6600,SEMINARIO PIO XII
1755,Mitre,699,K4235,LA CALERA DEL SAUCE
1756,España,715,Z9315,LAGO POSADAS
1757,Rivadavia,397,G4301,CANTAROS
1758,Alberdi,349,X2400,BARRIO RESIDENCIAL GERONIMO LUIS DE CABRERA
1759,Saavedra,856,W3483,YUQUERI (LORETO - DPTO. SAN MIGUEL)
1760,Moreno,908,X5949,CAMPO LAS VARAS
1761,Sarmiento,234,U9007,RIO CHICO
1762,O'Higgins,889,Q8340,COLCHIHUE
1763,Güemes,843,G3741,DOBLE TERO
1764,Alberdi,351,G4221,TINCO
1765,Chile,694,G5251,QUEBRACHITO
1766,Dorrego,631,E3185,FRONTERAS
1767,Pueyrredón,300,W3400,BARRIO PROGRESO
1768,Lavalle,715,J5425,COLONIA EL MOLINO
1769,Güemes,268,A4425,SAUCE REDONDO
1770,Güemes,41,G5257,RETIRO (RAMIREZ DE VELAZCO-DPTO.QUEBRACHOS)
1771,Chile,475,K4750,LA BANDA (BELEN
1772,Dorrego,242,B6537,EL CAMOATI
1773,Mitre,987,E3212,LA NOBLEZA
1774,Alsina,139,X5101,CAMINO A PUNTA DEL AGUA
1775,O'Higgins,527,J5460,LOS HORNOS
1776,Dorrego,117,G4233,POCITO DE LA LOMA
1777,Tucumán,634,X5143,VACAS BLANCAS
1778,Dorrego,840,L6325,SAN HUMBERTO
1779,Tucumán,754,P3611,SANTA ISABEL
1780,Sarmiento,36,W3454,BUENA ESPERANZA
1781,Moreno,330,S3041,MASCIAS
1782,Urquiza,354,N3361,KILOMETRO 4 PANAMBI
1783,Urquiza,37,D5753,LOS ALAMOS (PASO GRANDE
1784,French,567,B7214,LAGUNA MEDINA
1785,Moreno,713,X5105,VILLA ALLENDE
1786,Sarmiento,95,X5280,NEGRO HUASI
1787,Dorrego,482,B2801,ALTO VERDE
1788,Tucumán,394,X5123,KILOMETRO 679 (FCGM)
1789,Sarmiento,478,U9203,RIO GRANDE
1790,Alsina,180,B7172,GENERAL PIRAN
1791,Urquiza,379,B1649,ARROYO LAS PIEDRAS
1792,San Martín,417,T4113,ENTRE RIOS (LEALES
1793,Dorrego,106,G5253,PUNUITA NORTE
1794,Laprida,109,B1669,RUTA 8 KILOMETRO 41
1795,Dorrego,636,T4142,HUASA PAMPA (MONTEROS
1796,San Martín,469,B7114,SAN JOSE DE GALI
1797,French,982,A4449,LAS TORTUGAS
1798,Tucumán,295,W3485,SAN NICOLAS (SAN MIGUEL - DPTO. SAN MIGUEL)
1799,Saavedra,545,H3514,KILOMETRO 34 (EMBARCADRO FCGB-LAPACHITO-PDO.GRAL.DONOVAN)
1800,Urquiza,398,A4415,PUNTA DE AGUA
1801,España,961,K5265,CHACRITAS
1802,Belgrano,68,S2252,GALVEZ
1803,Belgrano,355,T4124,ANGOSTURA (SAN PEDRO DE COLALAO
1804,San Martín,455,G3747,LA FORTUNA (CAMPO GALLO
1805,Alsina,475,B1744,BARRIO JOSE A. CORTEJARENA
1806,Urquiza,791,T4101,VILLA MARIANO MORENO
1807,French,793,E2841,GONZALEZ CALDERON
1808,Mitre,425,G4203,POZO CERCADO (SOL DE MAYO
1809,Belgrano,120,W3470,YUQUERI (MERCEDES - DPTO. MERCEDES)
1810,Lavalle,465,G4353,TRINIDAD
1811,Alsina,784,X5249,POZO DE LOS ARBOLES
1812,Belgrano,131,G5255,CORRAL DE CARCOS
1813,San Martín,848,L8208,CAMPO DE SALAS
1814,Güemes,414,Y4626,UQUIA
1815,Moreno,200,T4000,VILLA ZENON J. SANTILLAN
1816,Pueyrredón,522,B7116,LA DESPIERTA
1817,Moreno,884,E3260,PASO DEL MOLINO
1818,Urquiza,549,E3241,RINCON DE MOJONES
1819,Saavedra,414,W3463,FERRET
1820,Lavalle,205,T4147,COLONIA PEDRO LEON CORNET
1821,Pueyrredón,766,R8328,CONTRALMIRANTE MARTIN GUERRICO
1822,España,871,F5301,VILLA BUSTOS
1823,Güemes,586,G4326,CALOJ
1824,Pueyrredón,530,X5221,AGUA SACHA
1825,España,276,X5285,EL CIENAGO
1826,Rivadavia,228,J5403,BELLA VISTA (CALINGASTA
1827,O'Higgins,887,D5738,JUSTO DARACT
1828,Tucumán,644,A4411,PIZCUNO
1829,Pueyrredón,317,W3342,KILOMETRO 479 (APEADERO FCGU)
1830,Alberdi,835,W3414,MBALGUIAPU
1831,Belgrano,689,G3736,TACO FURA
1832,Lavalle,526,W3196,SAN GUSTAVO
1833,Sarmiento,20,B1649,RIO PARANA DE LAS PALMAS
1834,Sarmiento,396,T4111,LOMA VERDE
1835,Rivadavia,927,X5101,LA CAÑADA-RIO PRIMERO
1836,Güemes,468,W3358,EL SOCORRO (PLAYADITO
1837,Alberdi,90,E3191,EL GAUCHO
1838,Dorrego,419,S3001,RINCON NORTE
1839,Moreno,570,T4124,LAS TIPAS DE COLALAO
1840,Urquiza,170,X5200,CERRO DE LA CRUZ
1841,Sarmiento,593,D5703,LA CRIOLLA
1842,Dorrego,268,D5707,BAÑADO
1843,French,749,B7263,LA PAMPA
1844,Chile,641,D5771,PAMPA GRANDE (RINCON DEL CARMEN
1845,España,61,S2317,RINCON DE TACURALES
1846,Güemes,575,Y4643,CUSI-CUSI
1847,Pueyrredón,200,L8201,CERRO LA BOTA
1848,Saavedra,88,B7163,GENERAL MADARIAGA
1849,French,311,B6000,JUNIN ESTAFETA No.2
1850,Chile,791,X5107,CANTERAS EL SAUCE
1851,Moreno,465,Q8316,NAHUEL PIL
1852,Rivadavia,765,X5295,TRES CHAÑARES
1853,Alberdi,617,D5753,LA ESQUINA DEL RIO
1854,French,470,N3355,ARRECHEA
1855,Belgrano,765,G4613,SUNCHO POZO (BREA POZO
1856,Laprida,367,X5218,LA AURA
1857,San Martín,458,T4151,FINCA ENTRE RIOS
1858,Alsina,896,T4111,LA FRONTERITA (EL BRACHO
1859,Alberdi,164,G4353,SAN FELIPE (JUMIAL GRANDE-DPTO.FIGUEROA)
1860,Chile,400,B8504,PUNTA RUBIA
1861,Belgrano,138,G5250,LAS CHACRAS (OJO DE AGUA-DPTO.OJO DE AGUA)
1862,Alsina,596,B7600,MAR DEL PLATA ESTAFETA No.35
1863,Lavalle,534,Q8341,LAPACHAL
1864,Laprida,120,X5801,RODEO VIEJO
1865,Belgrano,284,W3222,SAN SALVADOR (JUAN PUJOL - DPTO. MONTE CASEROS)
1866,Moreno,682,X5282,LOS SAUCES (DPTO.CRUZ DEL EJE)
1867,España,236,B6438,MASUREL
1868,Belgrano,57,Z9053,EL BARBUCHO
1869,O'Higgins,215,L6352,LA ATALAYA
1870,Mitre,492,X2661,SANTA FLORENTINA
1871,O'Higgins,41,U9200,BARRIO MALVINAS ARGENTINAS
1872,Belgrano,264,B6721,TATAY
1873,Rivadavia,258,W3346,LOS TRES CERROS
1874,Alberdi,862,G4187,ARENALES
1875,Tucumán,326,U9121,EL CHACAY (GAN GAN - DPTO. GASTRE)
1876,Dorrego,961,S2613,SAN GREGORIO
1877,Dorrego,842,A4452,SIMBOLAR (MACAPILLO
1878,Moreno,969,X5189,LA BETANIA
1879,Dorrego,532,H3701,SAN BERNARDO
1880,O'Higgins,234,A4425,AMBLAYO
1881,Chile,992,E3155,COSTA DEL NOGOYA
1882,Alsina,110,X2424,AMALIA
1883,O'Higgins,464,L8201,VEINTICINCO DE MAYO
1884,Pueyrredón,670,P3604,SAN HILARIO
1885,Güemes,653,W3443,LA BOLSA
1886,French,839,E3101,ALDEA BRASILERA
1887,French,226,B7101,CANAL 15
1888,Alberdi,674,R8521,SIERRA PAILEMAN
1889,Mitre,520,B6740,GREGORIO VILLAFAÑE
1890,Sarmiento,994,F5301,EL BAYITO
1891,Saavedra,636,T4166,RIO COLORADO
1892,Mitre,536,B1617,EL EMBRUJO
1893,Alsina,352,X2645,COLONIA ITALIANA
1894,Tucumán,453,A4554,CAPITAN JUAN PAGE
1895,España,638,G5250,LA TOTORILLA
1896,Saavedra,113,X5272,EL MOYANO
1897,Laprida,736,K4701,EL CHORRO (DPTO. ANCASTI)
1898,Dorrego,48,X5249,EL GALLEGO
1899,Urquiza,263,B7521,DEFERRARI
1900,Sarmiento,390,R8360,PASO PIEDRA
1901,Lavalle,818,H3540,LOTE 10
1902,Mitre,641,A4421,QUISCA LORO
1903,San Martín,136,Q8305,SAN PATRICIO DEL CHAÑAR
1904,O'Higgins,224,M5549,CACHEUTA
1905,Moreno,583,L8200,LOTE 12 (GRAL. ACHA
1906,Rivadavia,785,X5284,RAMBLON
1907,Rivadavia,580,A4564,KILOMETRO 1448 (APEADERO FCGB)
1908,Pueyrredón,830,G4206,KILOMETRO 117 (EMBARCADERO FCGB)
1909,Belgrano,716,L8214,COLONIA CAZAUX
1910,Dorrego,111,S3023,HIPATIA
1911,Moreno,654,X5244,BEUCE
1912,Tucumán,996,X6270,COLONIA DOROTEA
1913,Laprida,668,L8204,COLONIA LAS TRES PIEDRAS
1914,Alberdi,202,D6389,ALEGRIA
1915,Belgrano,23,S2119,BERNARD
1916,San Martín,509,K4716,EL GARABATO
1917,Belgrano,939,K4715,LAS CUCHILLAS (LAS PIEDRAS BLANCAS-DPTO.AMBATO)
1918,Belgrano,950,G2341,LA GERALDINA
1919,Urquiza,346,E3241,RINCON LUCAS SUD
1920,Chile,868,D5711,PUESTO DE TABERES
1921,Pueyrredón,890,R8503,LA CAROLINA
1922,Urquiza,707,T4159,CAMPO GRANDE
1923,Laprida,899,E2846,PASO DEL CISNERO
1924,O'Higgins,482,Y4616,GUERREROS
1925,Chile,82,T4111,SUELDOS (APEADERO FCGB)
1926,Pueyrredón,302,B7300,BARRIO MARTIN GUEMES
1927,Saavedra,426,E1649,ARROYO CUCHARAS
1928,Urquiza,527,Q8318,EL GAUCHO PAREJO
1929,O'Higgins,48,T4109,INGENIO CONCEPCION
1930,Dorrego,167,B8506,BAHIA SAN BLAS
1931,French,775,D5721,PASO DE LAS TOSCAS
1932,Mitre,716,L6380,LOTE 2 (ESCUELA 185)
1933,Laprida,782,X5870,BARRIO EL PORVENIR
1934,San Martín,26,D5703,SEIS DE SEPTIEMBRE
1935,Urquiza,988,B2705,ROJAS
1936,Rivadavia,461,H3534,LA SOLEDAD
1937,San Martín,652,L8212,TRUBULUCO
1938,Tucumán,600,T4172,LOS GUEMES
1939,Pueyrredón,141,W3433,COLONIA PROGRESO
1940,Mitre,138,R8332,CAMPAMENTO
1941,Alberdi,859,X8522,LA COTITA
1942,Alsina,308,T4135,SANTA MONICA
1943,Tucumán,222,Q8401,LA ARAUCARIA
1944,Rivadavia,692,G4197,SIETE ARBOLES
1945,Moreno,327,K4751,EL CAJON (CORRAL QUEMADO
1946,San Martín,178,T4111,JUAN POSSE
1947,Moreno,233,X5182,LOS COCOS (DPTO.PUNILLA)
1948,Alsina,267,S2156,TENIENTE HIPOLITO BOUCHARD
1949,French,78,E3101,SANATORIO (APEADERO FCGU)
1950,Alberdi,884,G4206,SANTA ROSA (CARDOZOS-DPTO.CAPITAL)
1951,Rivadavia,465,E3158,LA LLAVE
1952,Sarmiento,704,B1847,BARRIO ASUNCION
1953,Belgrano,297,L8201,EL UNO
1954,Lavalle,618,U9039,LA SIBERIA
1955,O'Higgins,632,T4168,POTRERO GRANDE
1956,Moreno,842,T4161,ALONGO
1957,Alsina,704,B7600,BARRIO TIRO FEDERAL (MAR DEL PLATA
1958,Güemes,446,L6305,LOS DOS HERMANOS
1959,Chile,411,X5285,CANTERAS IGUAZU
1960,Lavalle,165,L8204,DOS CHAÑARES
1961,Dorrego,538,B7005,AZUCENA
1962,Sarmiento,565,E3228,KILOMETRO 84 (APEADERO FCGU)
1963,Laprida,410,S2527,MARIA SUSANA
1964,Lavalle,995,L6301,COLONIA ECHETA
1965,Sarmiento,193,X5231,SEBASTIAN ELCANO
1966,Mitre,506,Z9019,EL MOLLE
1967,Saavedra,957,S3567,DESTACAMENTO AERONAUTICO MILITAR RECONQUISTA
1968,Sarmiento,953,N3357,PUERTO RUBEN
1969,Alsina,832,D5715,QUEBRACHOS
1970,Sarmiento,407,D5755,MANANTIAL (SAN MARTIN
1971,Sarmiento,92,B1765,BARRIO EL MANZANAR
1972,Chile,791,E3246,PUEBLO DOMINGUEZ
1973,Tucumán,691,W3432,PROGRESO
1974,Tucumán,456,E3100,PARANA
1975,Chile,742,M5605,EL NIHUIL
1976,Tucumán,143,B1903,ABASTO
1977,Sarmiento,989,R8400,BAHIA LOPEZ
1978,Chile,236,M5517,BAJO LUNLUNTA
1979,Tucumán,646,K5321,JOYANGO
1980,Laprida,938,G4230,LA ESPERANZA (FRIAS-DPTO.CHOYA)
1981,Laprida,614,G3054,LA PANCHITA
1982,Saavedra,851,E3246,SAGASTUME (DPTO. URUGUAY)
1983,O'Higgins,32,R8501,SAN JAVIER
1984,French,111,X5203,LAS JUNTAS
1985,Belgrano,597,B6403,ROOSEVELT (PDO. RIVADAVIA)
1986,French,165,D5715,BALDE DE GARCIA
1987,Saavedra,865,G4203,FAMATINA
1988,Laprida,281,X5101,LA COCHA (MYRIAM STEFFORD-DPTO.SANTA MARIA)
1989,Saavedra,613,H3733,HERMOSO CAMPO
1990,España,624,F5359,POTRERO GRANDE
1991,Lavalle,982,X2423,LUIS A. SAUZE
1992,Urquiza,287,B6472,SANTA CECILIA NORTE
1993,Mitre,962,X5801,LA CUMBRE (LAS TAPIAS-DPTO.RIO CUARTO)
1994,Urquiza,578,B1649,ARROYO SABALOS
1995,Alsina,565,Y4643,PAIRIQUE GRANDE
1996,Belgrano,332,F5301,AGUA BLANCA (DPTO. CASTRO BARROS)
1997,Mitre,831,G4301,SAN GREGORIO (DPTO.JIMENEZ)
1998,Alberdi,774,E2823,PUENTE PARANACITO
1999,Chile,547,L8201,EL NUEVE
2000,Urquiza,805,B6614,FRANKLIN
2001,Belgrano,845,X2525,SAIRA
2002,Tucumán,589,X5145,AUGUSTO VANDERSANDE
2003,Alberdi,291,E2846,FERNANDEZ (EMBARCADERO FCGU)
2004,Belgrano,68,M5637,PAMPA DEL TIGRE (EMBARCADERO FCGSM)
2005,Lavalle,88,N3304,VILLA LONCA
2006,Sarmiento,698,E3212,ARROYO EL MOCHO
2007,Rivadavia,499,Q8315,HACHE-CO
2008,Laprida,750,Q8318,GORRO FRIGIO
2009,Belgrano,197,J5419,CAMPO AFUERA
2010,Alberdi,903,B8000,BARRIO KILOMETRO 5
2011,French,70,Y4655,SAN LEON
2012,Pueyrredón,722,L6331,ZONA RURAL (MIGUEL CANE
2013,San Martín,971,E1647,ARROYO SAGASTUME GRANDE
2014,Lavalle,287,L6300,SANTA ROSA
2015,Güemes,623,A4198,OVEJERIA (HORCONES
2016,España,415,A4535,PUESTO DE LA VIUDA
2017,Rivadavia,165,A4421,ALMONA
2018,Mitre,888,E3241,RINCON DE MOJONES
2019,Güemes,757,Z9051,ESTANCIA CERRO REDONDO
2020,O'Higgins,199,M5521,LOS CORREDORES
2021,Alberdi,803,A4550,EL CUCHILLO
2022,Rivadavia,932,G4230,LA ESQUINA (FRIAS-DPTO.CHOYA)
2023,O'Higgins,744,B1649,ARROYO CIEGUITO
2024,Pueyrredón,149,S2222,DIAZ
2025,Dorrego,581,X5801,VILLA EL CHANCAY
2026,Laprida,916,B1611,BARRIO BAIRES
2027,O'Higgins,176,L8214,COLONIA LA MUTUA
2028,Urquiza,964,D6216,COCHEQUINGAN
2029,Güemes,676,B7500,EL TRIANGULO
2030,Rivadavia,239,Q8353,CAJON DE CURI LEUVU
2031,Tucumán,820,X5284,MANDALA
2032,Alberdi,413,B8115,PUENTE LAS OSCURAS
2033,Saavedra,829,D5871,LAS BARRANCAS (LOS CAJONES - DPTO. JUNIN)
2034,Güemes,468,R8333,SAN ANTONIO DEL CUY
2035,French,561,E3283,COLONIA SAN FRANCISCO
2036,Mitre,835,S2123,COLONIA URQUIZA
2037,Laprida,826,X5801,LA ESQUINA (DPTO.RIO CUARTO)
2038,Sarmiento,503,H3706,NAPENAY
2039,Sarmiento,504,T4124,MANANTIALES
2040,Chile,830,G4189,AGUA AZUL
2041,Moreno,906,R8412,RAYHUAO
2042,Chile,699,S2622,MAGGIOLO
2043,Mitre,787,N3318,COLONIA MARTIRES
2044,Alsina,746,Z9017,PELLEGRINI
2045,Laprida,178,G3749,LOS CARRIZOS
2046,Rivadavia,146,F5385,TAMA
2047,San Martín,585,B1649,ARROYO CIERVO
2048,Mitre,553,X2436,COLONIAS
2049,Urquiza,318,X5149,DIQUE SAN ROQUE (APEADERO FCGB)
2050,Laprida,419,L6309,COLONIA SANTA ANA
2051,Saavedra,340,B8144,MONTE LA PLATA
2052,Alberdi,653,F5471,AGUA BLANCA (TOTORAL
2053,Mitre,130,D5755,PIEDRAS ANCHAS
2054,Laprida,104,Y4600,VILLA ALBERDI
2055,Güemes,158,B7620,LOS CARDOS
2056,Laprida,205,G3765,LA RECONQUISTA
2057,Alsina,718,K5319,LOS PUESTOS (COLPES
2058,Güemes,323,A4425,LAS LECHUZAS
2059,Chile,35,S3589,OBRAJE INDIO MUERTO
2060,Pueyrredón,207,B1612,ADOLFO SOURDEAUX
2061,Moreno,549,T4158,MARAPA
2062,French,395,W3346,SAN GABRIEL (LA CRUZ - DPTO. SAN MARTIN)
2063,O'Higgins,492,N3355,EL PERSIGUERO
2064,Pueyrredón,63,P3611,PIGO
2065,Urquiza,889,B1649,ARROYO GLORIETA
2066,Alberdi,289,X5280,CRUZ DEL EJE
2067,San Martín,640,D5773,DURAZNITO (LA COCHA
2068,Lavalle,995,Y4503,LOTE EL PUESTO
2069,Moreno,212,B7603,LOS PATOS
2070,Lavalle,136,X5295,BUENA VISTA (SALSACATE-DEPTO.POCHO)
2071,Sarmiento,762,B7111,SAN BERNARDO (PARTIDO DE LA COSTA)
2072,Rivadavia,771,U9001,ASTRA
2073,Tucumán,825,T4135,INGENIO SANTA LUCIA
2074,Alberdi,792,N3361,YERBAL VIEJO SECCION 5
2075,Pueyrredón,586,B1649,ARROYO TIBER
2076,Saavedra,494,X5248,AGUA DE ORO (VILLA DE MARIA DEL RIO SECO
2077,Alberdi,906,B1886,RANELAGH ESTAFETA Nº1
2078,Alsina,644,L6333,LA DELICIA
2079,Alsina,762,B8150,CAMPO LA LIMA
2080,Chile,222,L6369,ZONA RURAL (TRENEL
2081,San Martín,961,B1980,BARRIO LAS MANDARINAS
2082,Dorrego,393,B7631,QUEQUEN ESTAFETA Nº5
2083,Alsina,71,U9207,ARROYO GUILLAIA
2084,Laprida,704,U9431,LAGO PUELO
2085,España,688,D6279,LOS CHAÑARES (DIXONVILLE
2086,Chile,136,T4129,QUEBRADA DE LULES
2087,Güemes,404,Y4542,EL TALAR
2088,España,48,L8214,EL PUMA
2089,España,624,K4750,EL MOLINO
2090,Alsina,123,W3463,LOS EUCALIPTOS (SAUCE
2091,Chile,148,N3306,NUEVA VALENCIA
2092,Mitre,244,T4122,CRIOLLAS
2093,Pueyrredón,55,S2449,SAN MARTIN DE LAS ESCOBAS
2094,Lavalle,292,T4115,LAS CELAYAS
2095,Pueyrredón,253,G4201,HOYON
2096,Belgrano,123,B1870,AVELLANEDA
2097,Chile,181,R8505,PRONUNCIAMIENTO
2098,Dorrego,738,D5715,LAS CABRAS
2099,Alberdi,221,G5251,AGUA TURBIA
2100,Lavalle,699,W3418,BERNACHEA
2101,Rivadavia,761,K4707,SANTA ROSA (VALLE VIEJO-DPTO.VALLE VIEJO)
2102,Mitre,418,Q8353,TRILI
2103,Moreno,792,X5117,EL RETIRO
2104,Alberdi,405,A4423,SANTA ROSA (CHICOANA - DPTO. CHICOANA)
2105,Tucumán,109,Y4641,SAN FRANCISCO DE ALFARCITO
2106,Mitre,244,T4132,CARRICHANGO
2107,Moreno,838,W3199,MALVINAS CENTRO
2108,Belgrano,96,D5721,SANTO DOMINGO (VARELA
2109,Pueyrredón,734,H3703,KILOMETRO 884 (EMBARCADERO FCGB)
2110,O'Higgins,84,K4719,EL CIFION
2111,Pueyrredón,993,J5461,BOCA DE LA QUEBRADA
2112,Tucumán,669,T4187,GOBERNADOR PIEDRABUENA
2113,Chile,651,L8201,CHACHARRAMENDI
2114,Rivadavia,300,X5125,LOS VAZQUEZ
2115,Laprida,595,G5255,LA TRAMPA
2116,Sarmiento,852,B1744,MORENO ESTAFETA No.5
2117,Güemes,467,U9225,FRONTERA DE RIO PICO
2118,Dorrego,709,W3423,SAN JUAN (CONCEPCION - DPTO. CONCEPCION)
2119,Mitre,308,K4740,DISTRITO ESPINILLO
2120,French,510,L6303,TA-HUILCO
2121,Alsina,20,X5949,COLONIA LAS PALMERAS
2122,French,805,B6628,LA CARLOTA
2123,San Martín,424,G3749,AGUA BLANCA (SANTA ROSA
2124,Rivadavia,439,B1746,FRANCISCO ALVAREZ ESTAFETA No.4
2125,Belgrano,610,X5943,CAMPO BANDILLO
2126,Güemes,650,M5519,BARRIO PEDRO MOLINA
2127,Saavedra,484,X2671,VIAMONTE
2128,Rivadavia,72,X5152,VILLA CARLOS PAZ
2129,Dorrego,257,D5730,LA ELVIRA (TILISARAO - DPTO. CHACABUCO)
2130,Pueyrredón,239,Q8353,CHACAY-CO
2131,Sarmiento,347,X5156,VILLA SUIZO ARGENTINA
2132,San Martín,577,B1649,ARROYO TORO
2133,Alberdi,361,L8138,LA TOSCA
2134,Alsina,256,S3001,SALADERO M. CABAL
2135,Chile,961,M5545,SAN ALBERTO
2136,Mitre,695,K5331,SALADO
2137,French,309,A4530,MINAS Y.P.F.
2138,Alberdi,393,S3021,SAN PEDRO
2139,Tucumán,240,W3481,VALENCIA
2140,Saavedra,894,B1931,PIRIA
2141,Laprida,529,A4552,ANTONIO QUIJARRO (APEADERO FCGB)
2142,Güemes,449,G4233,CANARIO
2143,Pueyrredón,840,A4401,VELARDES
2144,Urquiza,629,G5251,SANTA ANA (DPTO. QUEBRACHOS)
2145,Moreno,763,X5875,LA TRAVESIA
2146,San Martín,67,X5870,BARRIO EL PORVENIR
2147,Laprida,359,D6216,LA TIGRA
2148,Saavedra,929,W3220,CHACRAS 4ª SECCION
2149,Alberdi,810,A4421,SUMALAO
2150,Alberdi,655,G3749,LAS AGUILAS (EL SIMBOL
2151,Tucumán,981,R8505,PRONUNCIAMIENTO
2152,Chile,212,G2354,LA BLANCA (ARGENTINA
2153,Belgrano,301,X2594,LA REDUCCION (LEONES-DPTO.MARCOS JUAREZ)
2154,Lavalle,234,T4109,LOS VALLISTOS
2155,Pueyrredón,953,X6128,SALAS
2156,Mitre,100,D6279,ESTANCIA DON ARTURO
2157,French,106,X5848,SAN BERNARDO (SAN AMBROSIO-DPTO.RIO CUARTO)
2158,Tucumán,953,A4434,EL NARANJO (PASO DE LA CRUZ
2159,Rivadavia,715,V9411,BASE DE EJERCITO BELGRANO 3
2160,Chile,840,R8301,AGUADA DE LOS PAJARITOS
2161,Moreno,83,G5250,EL JUME
2162,Alsina,471,R8417,SANTA ELENA
2163,Chile,617,A4533,ANGEL PEREDO
2164,Alberdi,900,W3403,SANTOS LUGARES
2165,Moreno,411,B2703,ORTIZ BASUALDO
2166,Chile,198,G4301,SANTA RITA (TABLADA DEL BOQUERON-DPTO.FOGUEROA)
2167,Saavedra,412,B1649,ARROYO CRUZ COLORADA
2168,Alsina,861,M5579,MUNDO NUEVO
2169,Mitre,693,X5859,LA CRUZ (DPTO.CALAMUCHITA)
2170,Pueyrredón,318,D5719,LA MERCED
2171,French,882,X5900,VILLA EMILIA
2172,Belgrano,633,G4301,POZO GRANDE (VILLA PALMAR
2173,San Martín,175,B1755,RAFAEL CASTILLO ESTAFETA Nº2
2174,Saavedra,740,X5125,PIQUILLIN
2175,Laprida,549,Y4655,ORATORIO
2176,Alsina,727,B8000,BARRIO MALDONADO
2177,San Martín,939,G4332,RUBIA PASO
2178,O'Higgins,22,G4317,PUNTA POZO (VILLA ATAMISQUI
2179,O'Higgins,680,X5221,QUISCASACATE
2180,Alsina,558,D5753,MANANTIAL LINDO
